Gene Name Interactor A	Gene Name Interactor B
FERMT2	MAT2B
PAXIP1	ANAPC5
FBXW7	MED27
PAXIP1	ANAPC7
HSP90AB1	MVP
FBXW7	MED17
SFPQ	ZC3HAV1
PDIA4	CAPN2
CSNK2A2	RPL32
PRKCSH	NUP153
CSNK2A2	RPL31
CSNK2A2	RPL38
CSNK2A2	RPL36AL
CSNK2A2	RPL37
CSNK2A2	RPL37A
CSNK2A2	RPL24
CSNK2A2	RPL28
CSNK2A2	RPL29
CSNK2A2	RPL27A
CSNK2A2	RPL26
CSNK2A2	RPL27
BAG3	KRT79
FKBP3	SYNCRIP
PAXIP1	NOL7
CSNK2A2	RPLP2
C7orf50	APP
CSNK2A2	RPS2
CSNK2A2	RPS3
CSNK2A2	RPS3A
CACYBP	PRDX2
PLIN3	UBA2
CSNK2A2	RPL36A
RCN1	SULT1A1
ELP1	PRKDC
RPRD1B	OGT
EBNA1BP2	GNL3
HSPB1	PALLD
CSNK2A2	RPL4
SOX2	AHCYL1
CSNK2A2	RPL19
CSNK2A2	RPL22
SRSF7	ZRANB2
CSNK2A2	RPL23A
CSNK2A2	RPL18A
PSMC2	ADRM1
SRP9P1	PLIN3
STRAP	CAPZA1
CDK9	CAD
AES	HGS
CSNK2A2	RPL11
CSNK2A2	RPL8
CSNK2A2	RPL17
CSNK2A2	RPL13
STRAP	CAPZA2
NAE1	TXNRD1
FBXW4	YWHAH
DCAF6	ACACA
UBE2T	SORBS3
NSD2	ILF2
HDAC6	PFKL
CALCOCO1	APP
LRRC40	MRI1
SMARCD3	SMARCB1
ECHS1	ABHD14A
HDAC6	PFKP
TIMM50	VAMP2
RPS27A	PTGES3
METTL18	MRPL49
HDAC6	PGK1
SF1	TOMM40
SS18	SUZ12
UFC1	ZPR1
DHX16	LSM2
PCMT1	UCHL3
UBD	IQGAP1
FH	PSAT1
LOC100290337	TP73
STK25	RUVBL2
PSMA1	LRRC47
HSP90AA1	HIPK4
RPL37A	RPLP0P6
PHF5A	SF3B6
STK25	HSPH1
MVD	WDR1
RBX1	BRCA1
PAK2	SFN
CCAR2	AIMP1
TMEM189-UBE2V1	ATP6V1F
LRPPRC	MRPS35
ECT2	NUP188
GALNT2	RPS15A
AP2B1	EPN1
NPM1	HIVEP2
ALDOC	TXNDC5
BIRC2	USP7
VRK1	TUBB
STAT3	PSMG3
YWHAE	TP53BP2
EIF3I	EIF3L
SLC25A46	SCFD1
RUVBL1	SRSF2
MAP1LC3A	TUBA1B
CYP20A1	APP
MTAP	CUTA
RPL12	RPL23
IGBP1	NUDC
ZC3H14	ZNF207
UROD	MTAP
GCH1	CSNK1G1
UBD	ECPAS
PSMA5	SH3BGRL
CBX3	TALDO1
PPM1G	GARS
DNM1L	MFF
FLOT2	PTRH2
KCMF1	IKBKG
SLC25A10	ZNF326
GAB2	GAB1
ATP4A	EPHX1
NDUFS4	UQCRB
SMG1	GSPT1
SRSF7	TM9SF2
LACTB2	PALM2
CACYBP	TPD52
SOX2	LSM3
SOX2	UTP14A
PFKP	EPRS
CALM1	AURKB
SRXN1	STUB1
VRK1	EIF2AK2
ASF1B	IDH1
DCTN2	RABEP1
UBL4A	RAB8A
PAXIP1	LARP7
FSIP1	APP
BAG3	OR8D4
UFC1	VCL
UBE4B	ATP6V1F
CBLB	TGFB1I1
ESR1	TUBA1C
MVD	NDRG1
CENPN	CENPI
MRPL44	SPCS2
RAB14	TACC3
TP53BP1	XRCC6
LOC100290337	RANBP9
UBR7	PDCD10
SARDH	UBE2N
PAXIP1	PPHLN1
SOX2	WDR3
GLP1R	PAQR6
HNRNPA0	SRSF5
SF3B4	SRPRB
VCP	CHEK1
NSUN2	UBA1
ICAM1	IFI16
CSK	HSP90AB1
HNRNPA0	SRSF3
CSK	HSP90AA1
ESR2	SRA1
SEPT7	ZNF326
CSK	HSPA9
KDM1A	SLC25A20
CSK	HSPA8
MAGOH	BOLA2
MRPL49	MRPL52
CSK	HSPA5
PINK1	UBE2M
CSK	HSPA1A
S100A9	SRRT
BRCA1	GTF3C4
VCP	CTNND1
UFC1	ZYX
DDX5	PRPF40A
DPP3	APP
ZFAND5	APP
IGSF8	TUBA4A
HGS	REPIN1
MTURN	APP
FBXW4	CCT3
PEPD	GLS
EIF2B3	YBX3
IGBP1	PFDN6
DSTN	SEC24A
NCSTN	SRSF11
MSH2	NRDC
PSMD1	ECD
ATP6V1B1	STX12
MARCH5	CCNB1
IKBKG	GINS4
PAK2	G6PD
CDK9	CCT6A
PFAS	RAP1GDS1
RBM12B	SF3A1
ECT2	MICAL3
TUBA4A	TUBB3
DCTN1	MCCC1
RASSF8	APP
EIF3E	EIF3M
ECT2	NOMO1
NPM1	HNRNPH1
SPEN	NOTCH2
METTL23	CSTA
PRDX3	NUSAP1
CYSRT1	RMDN3
RPL10AP3	SNRPD2
FN1	XPO5
RRAGB	CKB
IGSF8	CCT3
RPL5	RPLP0P6
SRXN1	SSSCA1
ILK	STIP1
ILK	MLLT11
CAV1	NF1
ATP5F1A	PGK1
ECT2	SIRT1
NSD2	HSPD1
NSD2	HSP90AB1
SEC23A	SGTA
KDM4B	SMU1
IGBP1	YAP1
GMPPB	ATP6V1H
CAMK1	STK26
TUBB4B	PRCP
ILK	YWHAQ
BATF3	BATF
WNT4	APP
SRXN1	ATP6V1F
SOX2	MSL3
SOX2	POP1
UBR7	FKBP9
NDUFB11	SURF4
HSPA1L	TXN2
SURF2	RPRD1B
NONO	RALA
NONO	RALB
LIG4	B9D1
ELP1	PSMC5
SORD	TIPRL
NOTCH1	NOTCH3
FAM3C	PTCD3
UBN1	ZNF606
USF1	APP
PSMG1	NOL3
NOTCH1	NOTCH2
ERH	APP
LIG4	TRAPPC3
CLN8	TMEM14A
UBE4B	VPS26A
SOX2	BRD8
VCP	CTNNA1
PPIA	RPL23A
SOX2	MAGED2
SOX2	EHMT2
FBXW4	HNRNPR
STK39	NUBP1
UBL4A	WDR77
ITGA4	TUBB2B
NSD2	HSD17B4
MRPL55	MRPS9
YAP1	STAT1
CCDC22	COMMD1
PPIA	RPA2
SYT17	APP
TMEM189-UBE2V1	ATP6V1G1
MAP3K7	SASH1
PEPD	GNS
UBD	SNRNP200
IGBP1	NDRG1
PSMB1	PSME4
KTN1	WARS
VCP	CSNK2B
UROD	NME1
PAFAH1B1	ASNS
DHX16	MIF4GD
RARS	TUBB
GJA1	ELP6
IKBKG	KRT17
TOPBP1	CHEK1
SOX2	GCN1
RPL17	RPS27L
NONO	ALDH18A1
BRCA1	RECQL5
RD3	APP
CDK5	FGFR2
CDK4	CDK4
USP7	RBCK1
SSSCA1	UBL7
WDR12	TOM1
UBQLN1	DCTPP1
SOX2	ASCC3
VCP	CSK
AARS	QARS
SOX2	FERMT2
PRKCD	PRSS1
IDE	GSPT2
MAP2K4	APP
SF3A1	ZNF326
SUV39H1	ZNF557
FUCA1	APP
POLR2B	TUBA4A
CAMK1D	DCPS
RBM39	TRMT112
BAG3	NECTIN3
AES	HGH1
RBM27	TIMM44
GABARAPL1	MAPK15
EIF3C	GADD45GIP1
PFAS	UBR1
H1FX	EXOSC4
PRMT1	RNF187
FAM214B	APP
DHX15	GTF3C1
PSMD14	ADRM1
ELP3	SNRNP200
ECT2	LARP1
TNFAIP3	TRIM3
DBN1	ECE1
NANS	GBP2
BAG3	ZNF426
IGBP1	RNF214
RPL24	VPS35
PEPD	GBP2
PRPF31	TFDP1
ECT2	FANCM
LDHAL6A	MDH2
NFIA	PCDHA2
UBD	EIF3A
PRRC1	APP
UBD	EIF3C
LCK	SMAD3
LCK	SMAD2
UBE4B	VPS4B
EEF2K	HSPA1L
STK3	DST
EEF2K	HSPA4
EEF2K	HSPA1A
EEF2K	HSPA5
SCRN1	NAGK
ILK	HSPH1
SEC23IP	TBC1D13
TXNL1	ATP6V1A
LIG4	EIF2AK1
FAM129B	GTF2A1
OPTN	EPS15
MAPK14	HRNR
FLII	PDCD6
RUVBL1	SMARCC2
GRK2	RPS16
GRK2	RPS17
PPP4R3A	BRCC3
BAG3	ZNF655
VKORC1	HPR
IPO4	IPO5
H2AFV	FKBP9
GRK2	RPS15
MMS19	NARF
ILK	RUVBL2
GRK2	RPS10
GRK2	RPS7
GRK2	RPS8
GRK2	RPS13
GRK2	RPS14
GRK2	RPS11
VKORC1	HP
UCHL3	ATP6V1F
GRK2	RPS29
NSD2	IFI16
GRK2	RPS25
GRK2	RPS27
EEF2K	HSPA8
EEF2K	HSPA9
ANKRD36BP1	APP
BAG3	DPCD
GRK2	RPS24
EIF2AK2	YBX3
GRK2	RPS23
GRK2	RPS19
RBX1	CCNE1
GRK2	RPS18
IGBP1	IPO7
ILF3	NUCKS1
ATP6V1E1	ZNF827
ITCH	RASSF5
CDH1	NEK2
MRPS28	TIAL1
HNRNPL	HNRNPA0
GTF3C4	LIMD1
GTF3C4	NOL3
TOMM70	TOMM7
ILK	EARS2
EEF2K	HP
GAB2	MARK2
RWDD2B	APP
EIF2AK2	RBMX
MRPL53	SBDS
BAK1	NFKBIB
FAM3C	RMDN3
SRXN1	TACC3
ICAM1	RPL36
TRIM28	STAT6
TIPIN	PRDX1
TRIM28	STAT4
SNX3	SRPRB
RPS26	APP
BTF3L4	ARIH1
C15orf39	APP
USP21	GATA3
GCH1	CALML6
POLD1	TBC1D2
CDK5	FAU
STK25	CCT8
TBC1D15	PSMG3
EIF4A3	MAGOH2P
EGFR	SAAL1
CBX6	HIST2H2BE
AK2	TELO2
RPL38	HNRNPA1
PPP2R5D	PRDX1
RPS6	VASN
PRPF4B	SUPT16H
VCP	COMT
CDC123	ZPR1
PSMA5	SNRPA1
DDX17	PRPSAP1
CD36	APP
CD81	HIST3H3
METTL18	CCT6A
ELP1	PSMB5
LYN	DENND2C
NENF	SARS2
ENO1	ITPA
MMS19	ELP4
RBMX	NUCKS1
EGFR	EXOC7
NPM1	MRPL58
ITSN1	SETD3
PAXIP1	SCCPDH
PRKACA	AIFM1
SAMHD1	XPO7
VARS	AIMP1
ATP6V1B1	LAMP2
UBXN7	APP
EGFR	EXOC6B
PARP4	ARL6IP5
CFL1	UBA52
ATP6V1B1	LAMP1
SRSF7	SART1
EEF1AKMT3	BAG2
FIP1L1	APP
CDK2	BCAP31
ECHDC2	APP
GOLGA4	APP
DDX19B	CTBP2
SRSF3	SPG7
NPM1	DNAJA1
NPM1	HSPA4
NPM1	HSPA5
ELP1	PRDX1
CD81	HIST1H2BM
CD81	HIST1H2BN
CD81	HIST1H2BL
ZEB2	APP
NPM1	HSPB1
CD81	HIST1H2BO
CD81	HIST1H2BH
CD81	HIST1H2BG
NAMPT	NDRG1
NPM1	HSP90AA1
EGFR	NBEAL2
EGFR	XPO6
PSMD1	SEC24C
HIST1H1B	SHMT2
OSBP	XPO7
NPM1	HSP90AB1
IDH1	TALDO1
BICD2	DYNC1I1
FAF1	PLOD2
SREK1	VPS33A
THOC5	ZNF606
IREB2	APP
ATP5F1A	P4HB
PSMB1	RPL24
COX15	CYC1
TNFAIP3	TRIM8
OSBP	SWAP70
SLC9A3R1	RPS3
MAP4	LSM8
FIP1L1	NUP153
RAP1GDS1	NAE1
MRPL2	MRPL24
IDH3G	PPP1R12A
ILK	AKAP8
MAFB	BACH1
PCMT1	SEC24A
TMEM189-UBE2V1	USP34
AIMP1	EPRS
ILK	DNAJA2
PSMB1	RPS23
MAPK1	TIAL1
CASP1	IL33
YWHAE	XPO1
CTTN	ACTG1
LRRFIP1	MRE11
UBA3	WDR61
HSP90AA1	SGK3
STK4	TUBAL3
CD81	HIST1H3A
BARD1	LGALS8
TCEA1	LDHA
PSMB1	RPS15A
ILK	DCAF7
BARD1	LGALS3
MCM3	PPAT
TNPO1	IPO4
OXCT1	SGSH
STK25	CCT7
STK25	CCT4
EIF4G2	SLIRP
TSC22D2	KEAP1
STK25	CCT2
MPG	KDM2A
MAPK8	GORASP2
RPL36	KARS
USP2	LONRF1
NSD2	HADHA
MMS19	AATF
BIRC2	UBA1
LAMTOR3	TSR1
C2orf49	FAM98B
MRPS2	MRPS16
CSK	HIST1H1C
NSD2	HDLBP
GSPT1	SNX2
UCHL3	LONRF1
PSMD11	ADRM1
TRMT6	ATP6V1B2
CSK	HBA1
RFFL	UBE2D2
PGK1	OXCT1
ILF3	MRPS9
ILF3	MRPS5
PPIA	SOD1
RAN	TRA2B
DCPS	HSPA5
FLNB	HNRNPM
HLA-DRB3	MAP3K13
MTMR2	HSF1
EGFR	NCDN
RBL2	DCTN1
DDIT3	CUL1
DDIT3	CUL3
ATP6V1B1	FLOT1
MLH1	EEF1G
PAXIP1	CYB5R4
LPP	PNPO
PRKACA	AARSD1
ACIN1	DHX15
ERCC1	MSH2
HIST4H4	RPL24
ACIN1	DHX9
DCAF11	ASPSCR1
RPS24	U2AF2
HSP90AA1	TRIM56
EHD4	ADSL
PAXIP1	HSPA14
CFL1	SUGT1
ECT2	ESYT2
BCAS2	EFTUD2
CFAP52	HSPA4
EEF2K	CKB
RPL38	EHD4
RPRD1B	FUBP1
PHKG2	AKAP8L
ECT2	TBC1D2B
SELL	PRKCQ
SFXN1	TIMM50
CBX4	HIST1H2AE
FAF1	PPM1G
IRAK4	SASH1
STK25	RCN2
BEND2	APP
EEF2K	CHEK1
CD81	RTF1
SNRPA1	S100A16
HNRNPL	HNRNPR
PSMD9	PFKL
FAM129A	POLD2
SNX6	H3F3A
NAPRT	RASAL1
SNRPC	TOMM40
H2AFV	APP
ILF3	MRPL41
ILF3	MRPL40
ILF3	MRPL38
ILF3	MRPL32
TGM2	G6PD
TXNRD1	IPO5
HSPA1L	DLAT
DPP3	NDRG1
HSPA1L	CYB5R3
XPO4	ZHX1
PCYT2	XPO1
DFFB	NUBP1
GLP1R	SVOP
MAFB	ATF4
ILK	SLC25A13
RPS17	RPSA
TCP11L2	APP
PSMB1	RPL5
ILK	TRIM28
NOS2	VCP
PSMB1	RPL7A
CALU	MRPL58
SCAF4	SPTY2D1
PRKCA	SELL
PSMC2	PCDH10
BYSL	CSNK1D
BYSL	CSNK1E
DFFA	BZW2
SNU13	TRIM55
C2orf49	DDX1
CPSF2	GTF3C3
EEF1D	ZW10
CLN8	GPM6B
BARD1	KPNB1
BARD1	KPNA3
ABHD5	PNPLA2
STK25	CAP1
OXSR1	SLFN5
KIF5B	COPE
MAVS	NDFIP1
SRSF3	TAP1
NSD2	HNRNPA1
NSD2	HNRNPC
NSD2	HNRNPAB
RPL38	IARS
CD2BP2	GINS3
FARSB	GART
IGBP1	GINS4
PSMD13	TXNL1
KLHL22	PLK1
UBL4A	HNRNPM
KCMF1	HERC1
UBXN7	ATP6V1B2
CLN3	FKBP8
NDUFS1	OPA1
UCHL3	ZRANB2
EEFSEC	TRPT1
CDKN2A	NCKAP1
XPO7	RANBP3
AIMP2	LARS
HSPA5	LPP
CAD	RUVBL2
OXSR1	LGALS3BP
NSD2	HNRNPD
NSD2	HNRNPH1
NSD2	HNRNPL
NSD2	HNRNPU
UBL4A	NCL
XPO1	HNRNPK
NSD2	HNRNPK
MDN1	SRP19
HIST3H3	PHF21A
UBL4A	NDUFA4
SSSCA1	TUBB6
CDC73	DNMT3A
PCYT2	YWHAH
ATP6V1B1	TMEM192
NCSTN	RRS1
PRKACA	RPL23
PIGS	PIGU
PPT1	SGSH
ATP4A	GNAQ
RPL21	RPL23
ATP4A	GNAI1
ATP4A	GNAI2
STK3	CDC37
NUP107	TP53BP1
RPL9	TXN2
EPRS	LARS
SEPT11	SMARCA2
YWHAE	TUBB2A
ATP6V1B1	TCIRG1
FAF1	PPP2R5C
RPS17	RPS3
HYPK	NAA15
EP300	ASCL2
CD81	SF3B3
EGFR	XPO7
TLL1	APP
TPI1	APP
PRKACA	SLC9A3R1
HSP90AA1	TRIM7
APOE	IQSEC1
MSH3	MSH6
HNRNPA0	RPS6
CDK2	TFG
EIF2AK2	DDX18
RPL12	RPL14
CSNK2A1	MAPT
HNRNPR	PEX3
RPS7	TSR1
EGFR	MON2
HNRNPA0	RPS3
COL6A1	PDGFB
ECT2	SNRNP200
COL6A1	PDGFA
STK3	HBA1
RBM39	SEPT2
ECT2	KDM1A
CDK4	CSNK2A1
EEF2K	CSNK1E
ILK	NOP56
HEXB	FH
DES	HADHB
ABCC2	MRPS35
BATF3	ATF2
BRCA1	ASH2L
UBD	SNORD73A
HNRNPU	VDAC2
NOS2	COPRS
ILK	SPTLC1
STK3	HIVEP1
COA7	WDHD1
UTP20	ZFP91
BAG1	ANP32A
PFDN5	AARSD1
HLA-C	TANK
CD81	KHSRP
CETN1	BRCA1
NOS2	TNFAIP2
UBE2H	USP5
LYN	ADAM22
UBL4A	RPL10A
MAP3K5	GEMIN5
ALDH16A1	MEA1
RPS15A	RPS27A
RPS15A	RPS28
RPS15A	RPS26
FBXW7	MED14
KYNU	TPM3
CAPNS1	YWHAQ
PSMB1	SRSF2
RPS15A	RPS17
MDN1	SET
STK3	HIST1H1C
RPS15A	RPS15
RPS15A	RPS8
OS9	NUP210
NDUFA2	SPR
GNAI2	NAGK
GART	SEPHS1
ELP1	PKM
TBC1D21	APP
ERP44	PAK2
GAS2	APP
CPSF2	MED17
STK25	TUBB4B
CALU	HSF1
SPATS2	APP
PCBP2	BRCA1
ACTL7A	APP
SOX2	LGALS3BP
HSP90AA1	KLHL23
RPLP0	DARS
VRK1	SUB1
MAPK14	PRDX1
ALDH7A1	APP
PDHB	YWHAE
NPEPPS	SLC9A3R1
RBL2	E2F1
CHCHD6	TMED4
DDX1	POLR1C
RPS21	RPS27L
VCP	CDKN1B
VCP	CDKN1A
VKORC1	TRAM1
ACBD3	RPUSD2
VCP	CDK4
DHX15	RPL36
IGBP1	SEC24A
FUS	GSE1
MMS19	PIGS
NDUFA2	SNRPC
HSP90AA1	SF3B3
ENO1	SERPING1
MAPK14	OXCT1
SF3B3	TXNRD1
HSP90AA1	TSSK3
PNO1	WDR3
TPRA1	APP
ECT2	THAP11
WDR26	TSR1
PSMA5	S100A9
ACO1	C12orf57
MRPL54	MRPS7
IGBP1	STIP1
RPA2	UBQLN2
NSMCE1	UBE2D2
RAN	SON
DEDD	APP
PRKACA	AKAP7
EPRS	NARS
RPS15A	TSR1
ATP6V1B1	VTI1B
CORO1C	CYB5B
CSE1L	SLC9A3R1
CDK2	DCAF7
PAIP2	APP
RASA3	ARHGAP19
DRG2	API5
RPL21	AIMP1
ILF2	DDOST
FBXO25	GTF2B
ATP4A	CBLIF
VBP1	PFDN6
CENPQ	APP
CD81	EIF3A
NUDCD2	RNF114
CD81	EIF3I
CD81	EIF3G
CD81	EIF3H
CD81	EIF3F
CD81	EIF3B
CD81	EIF3C
PRKAR1A	SLC38A5
BRCA1	ANKRD44
CD81	DDX3Y
SPTAN1	PPP4R1
BAG6	FAF2
EIF2AK2	H1FX
PLS3	SNX3
ILK	HAX1
THUMPD3	ZFR
SF3A1	SFPQ
SF3A1	SRSF1
RPS12	APP
STK3	SLC25A5
SF3A1	SRSF7
SF3A1	SRSF5
FZR1	PTEN
NOS2	DNAJC7
NOLC1	GPRC5A
ATP6V1B2	JUP
SLC25A3	ATP6V0A2
PCMT1	TPM4
SYNCRIP	RBMS2
NOS2	CCT3
ILK	TUBB4A
ILK	TUBB4B
PPP1R2	GINS4
WASHC3	WASHC4
STK25	PSMD14
GSPT1	SPTAN1
CSNK2A2	RPS25
CSNK1E	ERBIN
CSNK2A2	RPS29
CSNK2A2	RPS27A
CSNK2A2	RPS28
CSNK2A2	RPS26
CSNK2A2	RPS27
SRSF10	BCAS2
TUFM	RPL14
CSNK2A2	RPS24
CSNK2A2	RPS23
NPM1	IMPG1
NPM1	IMPDH2
API5	DDX27
UBL4A	NPM1
HSP90AA1	TRIM2
HNRNPA0	RPS15A
EPB41L1	COPS5
SAP18	SMARCA5
GCA	ITCH
SLTM	ZC3HAV1
RPL4	PTGES3
CLNS1A	UBXN1
RPS17	RPS11
ERP44	PFAS
ILK	RACK1
DDX5	PRKDC
HNRNPU	VTN
SOX2	PELP1
ICAM1	EIF3E
ILK	CEPT1
TIMM17B	TOMM20
SEC23A	THADA
RPS15A	RPS3
NDUFS1	NDUFV1
NDUFS1	NDUFS2
PRMT3	LIG1
SLC12A2	COMMD1
USP7	TRAP1
NDUFS1	NDUFV2
NDUFS1	NDUFS8
NDUFS1	NDUFV3
RAB7A	RAB8A
PSMB2	PSMD6
EFHD2	IDH1
SEPHS1	WDR12
RPS15A	RPS6
ICAM1	ILF2
YWHAE	VCL
ICAM1	ILF3
SF3B3	TPBG
UBE2O	POP7
DCK	CHRAC1
SMC4	CCAR2
CDK11B	RAP1A
SEC23A	RO60
ALDH7A1	ASNS
EEF2K	EPDR1
APEH	ZYX
MRTO4	FTSJ3
PHKG2	DNAJA3
SLC25A5	PRTN3
SLC25A5	HSPA5
NUP160	NUP214
NUP160	NUP153
NUP160	NUP62
HSPA8	NA
SLC25A5	APOD
KIF1C	RAB6A
POLR1E	POLR2L
POLR1E	POLR2H
POLR1E	POLR1D
SLC25A5	MAOA
SLC25A5	GBA
SLC25A5	GLB1
SLC25A5	GUSB
SLC25A5	ALPP
SLC25A5	ATP6V0D1
SLC25A5	VDAC1
SLC25A5	ATP6V1A
SLC25A5	MPO
SLC25A5	STS
SLC25A5	DLST
CHAF1B	TRIM28
PSMB5	VCP
SLC25A5	SCARB2
SLC25A5	ACTB
ILF2	EEF2
SLC25A5	DDOST
ILF2	MORF4L1
ILF2	MORF4L2
FOXA2	TBP
SLC25A5	CYP19A1
SLC25A5	CYP11A1
NUP160	RANBP2
LAT	DBNL
SLC25A5	GAPDH
POLR1E	SSRP1
CHAF1B	CBX3
SLC25A5	ATP5F1A
SLC25A5	ATP5F1B
SNAI1	LMNA
SLC25A5	ARL8B
SLC25A5	TPP1
HSPA8	HNRNPM
RPS17	RPS14
RPS17	RPS12
RPS17	RPS19
RPS17	RPS20
SLC25A5	ASAH1
SLC25A5	HSPD1
SLC25A5	CAPN6
SLC25A5	AZU1
SLC25A5	CTSG
PRDX6	GSTP1
GSK3B	LRRK2
SLC1A3	ZDHHC17
HTR7	TNKS
MOB1B	PTPN14
SMAD4	CDKN1A
YBX1	LARP7
BAG2	HSF2
FOXD4L6	STUB1
NUDC	BAG2
KANK4	PKM
AGO2	FKBP4
YWHAB	SORBS1
OGT	WDR5
GNB1	STIP1
KDM4A	RFC5
SGTA	STRAP
ZC3H12A	IKBKG
TXK	KIT
HTR7	RPS3
DHX15	GCFC2
TP53BP2	RASSF9
STK3	STRN3
LRRK2	RPS19
PKM	KDR
LRRK2	RPL3
STK4	KIF2A
PKM	FLT4
VASP	BAIAP2
MET	SH2B1
TTC5	HSF1
HTR7	CAD
ANKRD28	ACACB
ZDHHC17	ZDHHC17
ZDHHC17	STX16
STUB1	PSMD2
XIRP1	FLNC
CDC20	TPR
ZDHHC17	IFT20
FRMD6	YWHAQ
ERBB3	HNRNPA2B1
GPR3	ARRB2
NCK1	KIT
CDKN1A	FOXO1
ANKRD28	USP10
ITGB1BP2	PLOD2
ANKRD28	SMC1A
PCDH10	CYFIP1
RASSF10	CSTA
HTR7	SFPQ
NXF1	THOC1
EHMT2	KAT2B
LRRC6	HSF2
CTNNB1	PTEN
INSR	DCN
NFIC	PKM
CBL	CAPZA1
AP2M1	NA
ZDHHC17	SLC9A9
CDC37	UNC45A
AR	VAV2
YBX1	PABPN1
CACYBP	RNF41
NLRP12	CDC37
AKT1	PKM
LRRK2	ACSL5
ODF2	LRRK1
SUGT1	RNF41
CDC37	DAPK3
URI1	NUDCD3
MCM5	NUDCD3
PPP1R13B	PPP1CB
FKBP8	HSPBP1
MOB1A	PPP6R3
FGFR1	PKM
VCP	MFN2
FLOT2	LAMP3
MET	SHD
AP2M1	CDH3
BAG2	NCL
LRCH3	RSU1
PTGER2	APP
MOB1B	RASSF2
RASSF9	TCOF1
TFDP3	STUB1
BAG1	HSF2
RASSF10	CSNK2B
PPP6R1	PPP6R2
CDC37	TTC4
RNF38	ZDHHC17
YAP1	MPP5
YBX1	EIF4A1
PFDN2	PFDN2
SLMAP	KIAA1522
MAP1S	GSN
SMC3	ATRX
LRRK2	TP53TG3B
MMP1	F2R
KIT	SYK
LATS1	MAGI1
RASSF10	TP53BP2
LRRK2	VPS4A
SIM2	CACYBP
NR1H2	ABCA12
TTC4	ACAD11
HSPH1	HSPA2
YAP1	RAPGEF2
ANKRD28	DNAJB1
CACYBP	ITPRIP
EPB41L3	RNPS1
YAP1	HYOU1
FKBP5	RADX
TOP3B	AARSD1
RASSF2	OFD1
FRMD5	BAG5
NPHP4	RPGRIP1L
KLHDC7B	NUDCD3
RASSF7	CTSD
MOB1B	MOB2
LRRK1	GCOM1
PRAME	AARSD1
UGT1A9	UGT1A1
SIM2	NUDC
LRRK1	GPBP1L1
RICTOR	PRKCZ
RPS6KA2	PKM
CDC37	SKP1
MYC	NOMO2
BRSK1	PKM
LATS1	OFD1
FLOT1	BACE1
ZDHHC17	SUMF2
YBX1	HIST1H1E
AR	HCK
LIN7A	PATJ
NEK1	LRRK1
HSP90AB1	TOMM34
FKBP5	CDK11A
RUNX3	CCND1
LRRK2	MAGED2
CDC37	SLITRK6
RASSF9	G3BP1
SNX4	SNX7
CASZ1	PKM
YAP1	NF2
ZDHHC17	PBRM1
LRRK2	RPL34
BAG4	STK11
JAK3	PKM
LRRK2	RPL19
TP53BP2	ANXA1
KIT	PIK3R3
CWC15	LRRK2
RASSF3	SIKE1
AARSD1	CFLAR
MRAP2	MRAP2
LRRK2	HIST2H2AA4
HBZ	HBE1
IRS4	PPP5C
ERBB3	RAE1
MOB1B	PPP6R2
ALKBH3	ZDHHC17
ADAMTSL5	FBN1
ANKRD28	RCN2
UBASH3B	HNRNPA2B1
CDC37	KLHL31
STIP1	GNAZ
ESYT1	ESYT1
ERBB2	DNAJB2
UNC45B	HSP90AB1
LRRK2	PDCD4
PPP6R2	ILVBL
MLF1	CRAT
ERBB2	HNRNPH2
LOC100290337	EME1
UGT1A1	UGT1A10
FKBP5	TEDC1
YWHAB	INPP5F
HSPA5	PRKCSH
YWHAB	R3HDM2
ERBB3	CDC37
BAG4	MLF2
FBXO24	NUDCD3
GNB1	PFDN5
DDX3X	ILF3
ZDHHC17	BTF3
LRRK2	SF3B2
ATRX	NBN
GET4	MLF1
BAG1	MLF2
HACD3	VAPB
STIP1	SKP2
SH2D2A	MET
CASS4	PKM
EEA1	RNF167
CRLF3	DOCK7
GNG8	CXCR5
RASSF10	S100A14
CFAP52	NUDCD3
HTR7	HSPA5
UGT1A6	UGT1A3
YWHAB	CEP170B
MAP4K2	PKM
POC1A	NUDC
SUGT1	LRRC40
YBX1	SNRPB
ZNF597	ZDHHC17
FGFR4	PKM
BAG1	DNAJB6
DNM1	LRRK2
USP8	EPAS1
ZDHHC17	WASF2
GRN	SORT1
MET	CRK
PKM	SOX5
FKBP5	USP18
ERBB2	SSR1
ZBED4	MLF1
FKBP5	ARAF
UGT1A4	UGT1A6
PRDX6	YWHAE
HSP90AB1	CCDC117
ANKRD28	CEP162
YWHAB	GRIP1
COMP	ADAMTS12
LRCH3	LRCH1
YWHAB	KIAA1671
SUGT1	RSU1
CDC37	RPAP3
AP3D1	PSMD2
EP300	CXXC1
TFDP3	AARSD1
HTR7	ACTB
THOC1	CHTOP
LRRK1	LMAN1L
PHB	FOS
HTR7	HSPA8
NR1H3	AARSD1
HSF4	RABEP1
LRCH3	SUGT1
SGTA	SETDB1
ILK	SMO
HSP90AB1	ANKMY2
ZDHHC17	GOLPH3L
AARSD1	TET3
AARSD1	TUBA1A
CDC37	SMYD3
PDGFRB	PDGFA
NF2	TUBA1C
MAPKAPK5	PKM
BAG2	DARS
RAD51C	PALB2
HSPA5	HNRNPA1
HSF4	SUGT1
HSF5	SAMHD1
